pl_name,hostname,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist,sy_pnum,sy_snum
TOI-5799 c,TOI-5799,2025,14.010449,0.0782,1.7598129999999998,4.19496,337.0,3452.0,0.321,0.325,27.858,2,1
TOI-5800 b,TOI-5800,2025,2.627882,0.0345,2.6800719,10.805200000000001,1119.0,4830.0,0.8,0.79,42.745,1,1
TOI-5803 b,TOI-5803,2019,5.38305,,3.2732297619999997,10.779776,679.0,5134.0,0.76,0.87,84.0126,1,1
TOI-5817 b,TOI-5817,2025,15.61031,0.1223,3.0802332,10.29672,950.0,5770.0,1.427,0.97,80.34,1,1
TOI-5833 b,TOI-5833,2023,2.66881,,13.697398,,1316.0,5549.0,1.06,1.0,509.0,1,1
TOI-5836 b,TOI-5836,2023,8.449876,,11.65736,,350.0,3330.0,0.41,0.4,146.0,1,1
TOI-5852 b,TOI-5852,2022,3.99524,,13.080903,,746.0,4348.0,0.67,0.68,256.0,1,1
TOI-5871 b,TOI-5871,2023,1.343636,,18.360342,,1973.0,6339.0,1.1,1.25,581.579,1,1
TOI-5882 b,TOI-5882,2025,7.148972,0.085,9.52765,7865.55,1522.0,5706.0,2.35,1.0,416.0,1,1
TOI-5889 b,TOI-5889,2023,2.40132,,12.464408,,919.0,4224.0,0.724,0.66,200.9,1,1
TOI-5916 b,TOI-5916,2023,2.367087,,11.354716999999999,,,3504.0,0.486,0.484,199.7,1,1
TOI-5926 b,TOI-5926,2022,3.8116176,,7.375522,,987.0,5430.0,0.89,0.946,275.1,1,1
TOI-6000 b,TOI-6000,2025,0.448959,,0.9404351,,1120.0,3419.0,0.38,0.37,76.1,1,1
TOI-6002 b,TOI-6002,2024,10.904821,0.05722,1.6499648,3.8136,321.4,3241.0,0.21,0.24,32.038,1,1
TOI-6008 b,TOI-6008,2024,0.8574347,0.0108,1.0301071,1.1123,707.0,3075.0,0.24,0.23,23.02,1,1
TOI-6016 b,TOI-6016,2024,4.023687,0.055,13.67498,371.82599999999996,1890.0,6004.0,1.7,1.04,364.715,1,1
TOI-6019 b,TOI-6019,2026,14.547952,0.1212,12.296273,149.0482,1095.0,5561.0,2.02,1.13,265.2,1,1
TOI-6022 b,TOI-6022,2023,1.9281027,,17.788683,,597.0,3264.0,0.37,0.36,86.34,1,1
TOI-6027 b,TOI-6027,2023,2.8405312,,,,,4389.0,1.03,0.69,416.46,1,1
TOI-6029 b,TOI-6029,2024,5.7987,0.0731,14.392356,519.6030000000001,,6223.0,2.338,1.548,596.7,1,1
TOI-6034 Bb,TOI-6034 B,2023,2.576184,0.02949,11.915166999999999,253.60440000000003,714.0,3635.0,0.489,0.514,117.48,1,1
TOI-6035 b,TOI-6035,2023,3.87124,,7.88306552,,,5780.0,,,,1,1
TOI-6038 Ab,TOI-6038 A,2025,5.8267311,0.069,6.4104271,78.4966,1439.0,6110.0,1.65,1.29,177.2,1,1
TOI-603 b,TOI-603,2024,16.17989,0.1281,7.9303675,47.5111,,5900.75,1.629,1.072,205.924,1,1
TOI-6041 b,TOI-6041,2025,26.04945,0.1651,4.5497331,10.808378,605.0,5417.0,0.88,0.89,72.3,2,1
TOI-6041 c,TOI-6041,2025,88.0,0.3721,,,403.0,5417.0,0.88,0.89,72.3,2,1
TOI-6054 b,TOI-6054,2025,7.501437,0.0763,2.6498076,12.3942,1360.0,6047.0,1.662,1.107,78.73,2,1
TOI-6054 c,TOI-6054,2025,12.56364,0.1,2.80225,9.18442,1144.0,6047.0,1.662,1.107,78.73,2,1
TOI-6055 b,TOI-6055,2023,0.8496822,,19.546142109999998,,,3493.0,0.68,0.455,229.4,1,1
TOI-6080 b,TOI-6080,2023,8.056,,3.37805633,,,5680.0,1.062,1.01,188.183,1,1
TOI-6086 b,TOI-6086,2024,1.3888725,0.01541,1.1803077,1.6811620000000003,634.0,3200.0,0.26,0.25,31.47,1,1
TOI-6109 b,TOI-6109,2024,5.6904,0.0599,4.870433799,,,5660.0,1.021,1.03,151.738,2,1
TOI-6109 c,TOI-6109,2024,8.538878,0.0786,4.832637051,,,5660.0,1.021,1.03,151.738,2,1
TOI-6130 b,TOI-6130,2024,2.392679,0.036,14.34752,333.69,1750.0,5816.0,1.27,1.09,220.882,1,1
TOI-6158 b,TOI-6158,2025,3.0446899,0.03275,10.42437,135.065,636.0,3467.0,0.476,0.503,181.6,1,1
TOI-615 b,TOI-615,2023,4.66155983,0.0678,18.976837,138.243,1666.0,,,,,1,1
TOI-6207 b,TOI-6207,2023,9.77124,,,,,,0.79,0.9,243.6,1,1
TOI-620 b,TOI-620,2022,5.0988179,0.04825,3.7594985999999997,15.413300000000001,604.0,3708.0,0.55,0.577,33.022,1,1
TOI-6223 b,TOI-6223,2025,3.855219,0.04018,5.0698307,25.582900000000002,714.0,3895.0,0.576,0.582,134.17,1,1
TOI-6227 b,TOI-6227,2023,3.09225,,,,,3661.0,0.68,0.65,314.0,1,1
TOI-622 b,TOI-622,2023,6.402513,0.0708,9.236215999999999,96.2934,1388.0,,,,,1,1
TOI-6255 b,TOI-6255,2024,0.23818244,0.0054,1.07897834,1.439634,1300.0,3421.0,0.37,0.353,20.3855,1,1
TOI-6267 b,TOI-6267,2019,733.99,1.585,4.8097819,,,5700.0,1.27,0.986,117.75,1,1
TOI-6281 b,TOI-6281,2026,1.05,,1.9201017,,,4160.1,0.874,0.65,57.745,1,1
TOI-628 b,TOI-628,2021,3.4095675,0.0486,11.88154,2011.6740000000002,1586.0,6250.0,1.345,1.311,178.5,1,1
TOI-6303 b,TOI-6303,2024,9.485236,0.076,11.54527,2491.552,455.0,3977.0,0.61,0.64,151.82,1,1
TOI-6324 b,TOI-6324,2024,0.279221,0.00432,1.0590263199999999,1.169504,,3327.0,0.293,0.269,20.5586,1,1
TOI-6330 b,TOI-6330,2024,6.8500246,0.0576,10.872729999999999,3178.0,416.0,3539.0,0.49,0.53,143.51,1,1
TOI-6383 Ab,TOI-6383 A,2024,1.79058695,0.02292,11.2897048,330.512,745.0,3444.0,0.457,0.458,172.08,1,1
TOI-6393 b,TOI-6393,2023,9.532,,2.62503571,,,5022.0,0.766,0.835,186.23,1,1
TOI-640 Ab,TOI-640 A,2021,5.0037775,0.06608,19.851139,279.664,1749.0,6460.0,2.082,1.536,341.9,1,1
TOI-6420 b,TOI-6420,2025,6.961508,0.075,11.209,2605.96,1213.0,6020.0,1.312,1.165,600.5,1,1
TOI-6448 b,TOI-6448,2025,14.844281,0.163,8.74302,,,5910.0,0.897,1.03,379.2,1,1
TOI-6478 b,TOI-6478,2025,34.005019,0.1136,4.595689999999999,,,3230.0,0.234,0.23,38.61,1,1
TOI-654 b,TOI-654,2024,1.527561,0.01942,2.40903828,8.869798000000001,727.0,3424.0,0.43,0.42,57.75,1,1
TOI-6559 Ab,TOI-6559 A,2023,733.38,1.581,6.1705545,,,5878.0,1.22,0.98,175.55,1,1
TOI-6564 b,TOI-6564,2026,3.985413,0.0542,16.36514,222.46,1445.0,5943.0,1.7,1.18,193.0,1,1
TOI-6628 b,TOI-6628,2024,18.18424,0.133,10.98482,238.35000000000002,836.0,,,,,1,1
TOI-663 b,TOI-663,2023,2.598902,0.0295,2.2698225,4.4492,674.0,3681.0,0.512,0.514,64.23,3,1
TOI-663 c,TOI-663,2023,4.6955507,0.0437,2.2597344,3.6483440000000003,553.0,3681.0,0.512,0.514,64.23,3,1
TOI-663 d,TOI-663,2023,7.1027268,0.0576,1.9201017,5.211920000000001,482.0,3681.0,0.512,0.514,64.23,3,1
TOI-6651 b,TOI-6651,2024,5.056973,0.0633,5.0900069,61.0176,,5818.93,1.802,1.047,212.128,1,1
TOI-6665 b,TOI-6665,2022,735.8,1.623,2.7697439,,,5973.0,1.245,1.054,109.74,1,1
TOI-6668 b,TOI-6668,2020,718.65,1.605,3.4501302000000003,,,6002.0,1.395,1.068,99.24,1,1
TOI-6677 b,TOI-6677,2023,5.4496736,,8.320440699999999,,,6760.0,1.57,1.45,340.52,1,1
TOI-6690 Ab,TOI-6690 A,2024,761.709,1.585,2.55800589,,,5599.0,1.068,0.915,158.66,2,1
TOI-6690 Ac,TOI-6690 A,2024,904.535,1.777,2.73107285,,238.0,5599.0,1.068,0.915,158.66,2,1
TOI-6692 b,TOI-6692,2026,131.125,0.512,11.65736,197.036,467.0,5890.0,1.385,1.047,310.5,1,1
TOI-6695 b,TOI-6695,2025,80.389,0.402,9.52765,66.738,599.0,6400.0,1.517,1.338,282.67,2,1
TOI-6695 c,TOI-6695,2025,242.4,0.838,,460.81,415.0,6400.0,1.517,1.338,282.67,2,1
TOI-6699 b,TOI-6699,2023,5.322002,,3.84199684,,976.0,4716.0,0.753,0.75,85.846,1,1
TOI-669 b,TOI-669,2024,3.945548,0.048,,9.8518,,5625.0,0.99,1.0,142.87,1,1
TOI-6707 b,TOI-6707,2023,3.83472822512614,,5.665028599999999,,1509.0,6088.0,1.582,1.14,641.47,1,1
TOI-6716 b,TOI-6716,2026,4.7185898,0.032,0.9796666,,369.0,3110.0,0.231,0.223,18.89,1,1
TOI-672 b,TOI-672,2019,3.633581,0.0376,5.3097033,50.87978,699.5,3810.0,0.54,0.54,66.907,1,1
TOI-674 b,TOI-674,2021,1.977143,0.0231,5.260383699999999,23.485419999999998,661.0,3505.0,0.421,0.442,46.16,1,1
TOI-6752 b,TOI-6752,2026,11.364929,0.106,10.872729999999999,409.96200000000005,1110.0,6150.0,1.489,1.239,399.1,1,1
TOI-677 b,TOI-677,2019,11.2365985,0.1038,13.114529999999998,392.1652,1252.0,6295.0,1.28,1.18,143.0,1,1
TOI-682 b,TOI-682,2021,6.8392339,0.0668,3.7998510000000003,12.29886,950.0,5085.0,1.084,0.85,83.1548,2,1
TOI-682 c,TOI-682,2021,16.1,0.118,,,,5085.0,1.084,0.85,83.1548,2,1
TOI-6883 Ab,TOI-6883 A,2024,16.24921,0.129,12.184182999999999,1379.252,,5756.0,1.086,1.082,93.73,1,1
TOI-6884 b,TOI-6884,2022,4.8083,0.063,10.42437,8364.496000000001,1652.0,6330.0,1.84,1.41,211.53,1,1
TOI-6894 b,TOI-6894,2022,3.37077196,0.02604,9.583694999999999,53.39040000000001,418.0,2960.0,0.2276,0.207,73.8131,1,1
TOI-6954 b,TOI-6954,2024,4.0207557,,3.74806542,,930.0,5020.0,0.947,0.834,190.042,1,1
TOI-697 Ab,TOI-697 A,2019,8.60787,,2.040038,,,5519.0,0.968,0.97,93.7714,1,1
TOI-699.01,TOI-699,2019,14.801,0.125,2.4480456,6.41956,1006.0,6139.0,1.419,1.179,192.86,2,1
TOI-699.02,TOI-699,2019,33.634,0.215,2.30501876,6.76914,765.0,6139.0,1.419,1.179,192.86,2,1
TOI-7008 b,TOI-7008,2026,0.84,,4.9498944,,,5170.0,0.952,0.88,410.467,1,1
TOI-700 b,TOI-700,2020,9.977219,0.0677,0.91398186,1.2902680000000002,,3480.0,0.42,0.416,31.127,4,1
TOI-700 c,TOI-700,2020,16.051137,0.0929,2.600488,2.5106200000000003,,3480.0,0.42,0.416,31.127,4,1
TOI-700 d,TOI-700,2020,37.42396,0.1633,1.0730375699999999,2.41528,295.0,3480.0,0.42,0.416,31.127,4,1
TOI-700 e,TOI-700,2023,27.80978,0.134,0.95298918,,,3480.0,0.42,0.416,31.127,4,1
TOI-7018 b,TOI-7018,2025,20.3158735,,18.046490000000002,,,5614.0,0.933,0.96,473.162,1,1
TOI-7019 b,TOI-7019,2025,48.2592,0.2535,9.191379999999999,19481.14,479.0,5800.0,0.92,0.78,435.0,1,1
TOI-7041 b,TOI-7041,2024,9.691,0.091,11.43318,114.408,,4700.0,4.1,1.07,442.0,1,1
TOI-707 b,TOI-707,2025,52.79918,0.275,2.409935,,456.0,5424.0,0.978,0.99,131.0,1,1
TOI-7081 b,TOI-7081,2025,12.7617794,,18.49485,,,6221.0,1.092,1.121,837.097,1,1
TOI-712 b,TOI-712,2021,9.531361,0.07928,2.0490052,5.593280000000001,650.0,4622.0,0.674,0.732,58.62,3,1
TOI-712 c,TOI-712,2021,51.69906,0.2447,2.7013689999999997,8.70772,370.0,4622.0,0.674,0.732,58.62,3,1
TOI-712 d,TOI-712,2021,84.8396,0.3405,2.47405048,7.5000800000000005,313.6,4622.0,0.674,0.732,58.62,3,1
TOI-7149 b,TOI-7149,2025,2.65206166,0.026,13.226619999999999,224.049,593.0,3363.0,0.351,0.344,127.24,1,1
TOI-7155 b,TOI-7155,2024,3.8949005,,2.1570599599999998,,914.0,4718.0,0.67,0.755,144.751,1,1
TOI-715 b,TOI-715,2023,19.288064,0.083,1.5502047,,234.0,3074.0,0.24,0.225,42.46,1,1
TOI-7166 b,TOI-7166,2025,12.920616,0.0503,2.3897588,6.38778,329.0,3092.0,0.245,0.221,35.24,1,1
TOI-7169 b,TOI-7169,2026,3.4373125,0.0428,16.533275,130.298,1631.0,5714.0,1.5,0.885,453.1,1,1
TOI-7173 b,TOI-7173,2024,0.6256828,0.012,7.2701573999999995,,,3718.0,0.593,0.582,161.939,1,1
TOI-7189 b,TOI-7189,2026,2.89055,0.03294,10.98482,158.9,738.0,3775.0,0.591,0.612,192.09,1,1
TOI-7265 Bb,TOI-7265 B,2026,4.17232,0.04007,10.648549999999998,225.638,571.0,3503.0,0.497,0.521,143.97,1,1
TOI-7333 b,TOI-7333,2025,6.2644714,,1.8696612,,755.0,4568.0,0.666,0.721,157.217,1,1
TOI-733 b,TOI-733,2023,4.884765,0.0618,1.9895975,5.7204,1055.8,5585.0,0.95,0.956,75.27,1,1
TOI-7384 b,TOI-7384,2026,6.2340258,0.0439,3.5599784,,378.0,3185.0,0.319,0.318,66.79,1,1
TOI-7393 b,TOI-7393,2026,3.33708,0.03664,11.32109,193.858,747.0,3927.0,0.582,0.6,189.04,1,1
TOI-7394 b,TOI-7394,2026,1.252995,0.01913,11.43318,667.38,986.0,3717.0,0.609,0.624,190.0,1,1
TOI-7464 b,TOI-7464,2024,20.04169,0.116,10.4198864,,,3560.0,0.52,0.517,113.903,1,1
TOI-7497 b,EPIC 219388192 A,2016,5.2926298,0.06048,10.794267,11838.050000000001,1268.0,5850.0,1.01,0.99,300.0,1,1
TOI-7510 b,TOI-7510,2025,11.530869,0.102,7.297059,18.08282,878.0,5820.0,1.02,1.02,242.0,3,1
TOI-7510 c,TOI-7510,2025,22.5687423,0.1595,10.805475999999999,130.298,702.0,5820.0,1.02,1.02,242.0,3,1
TOI-7510 d,TOI-7510,2025,48.864468,0.2672,10.53646,177.96800000000002,542.0,5820.0,1.02,1.02,242.0,3,1
TOI-7537 b,TOI-7537,2024,0.907204,0.0145,1.5300285,,,3701.0,0.4925,0.49,50.2408,1,1
TOI-756 Ab,TOI-756 A,2025,1.2392495,0.018,2.8100962999999997,9.829554,934.0,3657.0,0.505,0.505,86.45,2,1
TOI-756 Ac,TOI-756 A,2025,149.4,0.439,,,194.0,3657.0,0.505,0.505,86.45,2,1
TOI-757 b,TOI-757,2024,17.46819,0.122,2.499607,10.487400000000001,641.0,5278.0,0.773,0.8,60.4,1,1
TOI-762 Ab,TOI-762 A,2024,3.4716826,0.03418,8.339496,79.76780000000001,555.4,3266.0,0.425,0.442,98.78,1,1
TOI-7639 b,TOI-7639,2024,10.45465,,3.104893,,1147.0,5241.0,0.997,0.9,182.1,1,1
TOI-763 Ab,TOI-763 A,2020,5.6057,0.06,2.2799106,9.78824,1038.0,5450.0,0.897,0.917,95.39,2,1
TOI-763 Ac,TOI-763 A,2020,12.2737,0.1,2.6296314,9.317896,800.0,5450.0,0.897,0.917,95.39,2,1
TOI-7689 b,TOI-7689,2024,1.482641,0.0154,9.7798525,,,3478.0,0.251,0.222,48.844,1,1
TOI-7701 b,TOI-7701,2026,20.616076,0.156,7.8597508000000005,,,6230.0,1.763,1.2,388.22,1,1
TOI-7716 b,TOI-7716,2024,1.44044527,0.02065,13.316291999999999,1016.96,872.0,3572.0,0.5299,0.563,90.64,1,1
TOI-771 b,TOI-771,2023,2.3260155,0.0208,1.3596517,2.469306,543.0,3201.0,0.242,0.22,25.28,2,1
TOI-771 c,TOI-771,2025,7.61,0.046,,,365.0,3201.0,0.242,0.22,25.28,2,1
TOI-776 b,TOI-776,2020,8.24664,0.0652,1.849485,4.658948,513.0,3709.0,0.538,0.544,27.19,2,1
TOI-776 c,TOI-776,2020,15.665323,0.1,2.0501261,6.896260000000001,420.0,3709.0,0.538,0.544,27.19,2,1
TOI-777 b,TOI-777,2021,16.6,,7.3205979,,,6187.0,1.6,1.18,182.314,1,1
TOI-778 b,TOI-778,2022,4.633611,0.06,15.401166,889.84,,6875.0,1.71,1.4,162.0,1,1
TOI-782 b,TOI-782,2024,8.0240015,0.0578,2.7339871899999997,19.099780000000003,400.0,3370.0,0.413,0.397,52.21,1,1
TOI-784 b,TOI-784,2023,2.7970365,0.038,1.9301898,9.670654,,5558.0,0.907,0.91,64.59,2,1
TOI-784 c,TOI-784,2023,42.0,0.22,,21.858283999999998,,5558.0,0.907,0.91,64.59,2,1
TOI-791 b,TOI-791,2019,139.29931,0.602,11.130537,9.50222,434.3,6294.0,1.474,1.28,341.221,2,1
TOI-791 c,TOI-791,2023,232.0157,0.863,12.946394999999999,18.5913,362.8,6294.0,1.474,1.28,341.221,2,1
TOI-799 b,TOI-799,2019,5.54516606201839,,1.94498568,,958.0,5624.0,0.915,1.0,158.526,1,1
TOI-808 b,TOI-808,2021,9.736402,,2.35389,,,5154.0,0.833,0.87,98.185,1,1
TOI-811 Ab,TOI-811 A,2020,25.16551,,15.132150000000001,17574.34,,6107.0,1.27,1.32,286.2,1,1
TOI-813 b,TOI-813,2019,83.8911,0.423,6.7097074,,610.0,5907.0,1.94,1.32,265.1535,1,1
TOI-815 Ab,TOI-815 A,2024,11.197259,0.0903,2.9401206999999996,7.595420000000001,686.0,4869.0,0.77,0.776,59.437,2,1
TOI-815 Ac,TOI-815 A,2024,34.976145,0.193,2.6195432999999997,23.485419999999998,469.0,4869.0,0.77,0.776,59.437,2,1
TOI-824 b,TOI-824,2020,1.392978,0.02177,2.9259973599999998,18.4654512,,4616.0,0.68,0.69,63.71,1,1
TOI-833 Ab,TOI-833 A,2022,1.04318777,0.0171,1.2699797,1.9068,1118.0,3920.0,0.6,0.61,41.7,1,1
TOI-836 b,TOI-836,2022,3.81673,0.0422,1.7039921799999997,4.528650000000001,871.0,4552.0,0.665,0.678,27.504,2,1
TOI-836 c,TOI-836,2022,8.59545,0.075,2.5870372,9.597560000000001,665.0,4552.0,0.665,0.678,27.504,2,1
TOI-837 Ab,TOI-837 A,2020,8.3249114,0.0883,9.157753,125.531,1000.0,6104.0,1.0,1.15,142.488,1,1
TOI-849 b,TOI-849,2020,0.765548,0.0155,3.4440773399999998,41.7907,1800.0,5375.3,0.919,0.929,225.2,1,1
TOI-852 b,TOI-852,2020,4.94561,,8.406749999999999,17065.86,,5746.0,1.735,0.98,351.426,1,1
TOI-858 Bb,TOI-858 B,2023,3.2797178,0.04445,14.067294999999998,349.58000000000004,1530.0,5842.0,1.3,1.08,251.7,1,1
TOI-871 b,TOI-871,2023,14.362565,0.1054,1.6600529,3.8136,,4929.0,0.719,0.758,68.04,1,1
TOI-880 Ab,TOI-880 A,2024,2.57571,0.0349,2.1902386,3.11444,1085.0,5050.0,0.83,0.87,60.67,3,1
TOI-880 Ac,TOI-880 A,2025,6.3872703,0.0635,4.9498944,22.786260000000002,805.0,5050.0,0.83,0.87,60.67,3,1
TOI-880 Ad,TOI-880 A,2025,14.33201,0.1098,3.396327,13.09336,612.0,5050.0,0.83,0.87,60.67,3,1
TOI-883 b,TOI-883,2026,10.057734,0.087,7.1300449,39.4072,1040.0,5697.0,0.988,0.956,102.98,1,1
TOI-892 b,TOI-892,2020,10.62656,0.092,11.99363,301.91,1397.0,6261.0,1.39,1.28,340.543,1,1
TOI-899 b,TOI-899,2026,10.057716,0.0898,6.7254,38.136,1086.0,5696.0,1.086,0.972,307.7,1,1
TOI-904 b,TOI-904,2023,10.8772,0.056,2.4301112,,429.0,3770.0,0.527,0.527,46.089,2,1
TOI-904 c,TOI-904,2023,83.9997,0.312,2.1700624,,217.0,3770.0,0.527,0.527,46.089,2,1
TOI-905 Ab,TOI-905 A,2019,3.739494,0.04666,13.125739,211.97260000000003,1192.0,5300.0,1.14,0.85,159.4,1,1
TOI-907 Ab,TOI-907 A,2024,4.5849129,0.055,9.594904,,1847.0,6224.0,2.06,1.2,312.0,1,1
TOI-908 b,TOI-908,2022,3.183792,0.041657,3.1860461599999996,16.1356594,1317.0,5626.0,1.028,0.95,175.7,1,1
TOI-912 b,TOI-912,2025,4.6780691,0.041,1.9301898,5.0848,551.0,3572.0,0.419,0.418,26.089,1,1
TOI-913 b,TOI-913,2019,11.098644,,2.4570127999999998,6.61024,712.0,4969.0,0.7325,0.82,65.1769,1,1
TOI-921 b,TOI-921,2019,5.12872650603197,,3.37603871,,951.0,6055.0,1.141,1.13,294.015,1,1
TOI-929 Ab,TOI-929 A,2019,5.830149,,2.70506797,,774.0,4451.0,0.717,0.7,114.421,1,1
TOI-938 Ab,TOI-938 A,2019,8.8073507,,4.09106082,,1073.0,5981.0,0.985,1.1,215.034,1,1
TOI-941 b,TOI-941,2019,8.5145626,,6.95608122,,1000.0,5920.0,1.185,1.078,263.386,1,1
TOI-942 b,TOI-942,2021,4.32419,0.04796,4.8097819,825.9622,,4969.0,0.893,0.88,153.2732,2,1
TOI-942 c,TOI-942,2020,10.15643,0.0847,5.790569399999999,794.8178,,4969.0,0.893,0.88,153.2732,2,1
TOI-954 Ab,TOI-954 A,2020,3.6849729,0.04963,9.550068,55.2972,1526.0,5710.0,1.892,1.201,235.7,1,1
TOI-969 b,TOI-969,2022,1.8237305,0.02636,2.76503612,9.089080000000001,941.0,4435.0,0.671,0.734,77.83,2,1
TOI-969 c,TOI-969,2022,1730.0,2.54,,,,4435.0,0.671,0.734,77.83,2,1
TRAPPIST-1 b,TRAPPIST-1,2016,1.51087081,0.01111,1.08604001,0.85806,503.0,2560.0,0.117,0.08,12.1,7,1
TRAPPIST-1 c,TRAPPIST-1,2016,2.4218233,0.01521,1.05599989,1.3792520000000001,341.9,2560.0,0.117,0.08,12.1,7,1
TRAPPIST-1 d,TRAPPIST-1,2016,4.04961,0.02144,0.7723001,0.41314,288.0,2560.0,0.117,0.08,12.1,7,1
TRAPPIST-1 e,TRAPPIST-1,2017,6.099615,0.02817,0.9180171,0.6356,251.3,2560.0,0.117,0.08,12.1,7,1
TRAPPIST-1 f,TRAPPIST-1,2017,9.20669,0.0371,1.0450150699999998,0.66738,219.0,2560.0,0.117,0.08,12.1,7,1
TWA 26,,2002,,,22.08173,9549.890000000001,2547.0,,,,,945,1
TRAPPIST-1 g,TRAPPIST-1,2017,12.35294,0.0451,1.1265045,1.341116,198.6,2560.0,0.117,0.08,12.1,7,1
TRAPPIST-1 h,TRAPPIST-1,2017,20.0,0.063,0.7554866,0.3308298,168.0,2560.0,0.117,0.08,12.1,7,1
TrES-1 Ab,TrES-1 A,2004,3.0300722,0.0393,12.318691,241.84580000000003,,5242.82,0.857,0.896,159.66,1,1
TrES-2 Ab,TrES-2 A,2006,2.4706133738,0.03555,13.327501,398.2034,1455.0,5850.0,1.0,0.98,220.0,1,1
TWA 7 b,TWA 7,2018,,52.0,,98.518,320.0,3509.0,0.92,0.46,34.01,1,1
TrES-3 b,TrES-3,2007,1.30618608,0.0226,14.627744999999999,606.998,,5720.0,0.813,0.924,,1,1
TrES-4 Ab,TrES-4 A,2007,3.5539268,0.05084,19.122553999999997,291.42260000000005,,6200.0,1.798,1.388,479.0,1,1
TrES-5 b,TrES-5,2011,1.4822446,0.02446,13.551681,565.0484,,5171.0,0.866,0.893,360.0,1,1
TVLM 513-46546 b,TVLM 513-46546,2020,220.0,0.3,,120.76400000000001,,,,0.08,10.706,1,1
TVLM 831-154910,,1993,,,20.837531,13665.4,2902.0,,,,,945,1
TWA 28,,2003,,,30.690241999999998,8040.34,2626.0,,,,,945,1
TWA 29,,2007,,,23.695825999999997,1620.78,2557.0,,,,,945,1
TWA 40,,2014,,,14.638954,4449.2,2487.0,,,,,945,1
TWA 41,,2016,,,,2860.2000000000003,,,,,,945,1
TWA 5 A (AB)b,TWA 5 A (AB),2009,660650.0,146.0,,7945.0,,,,0.4,25.0,1,1
TW Hya b,TW Hya,2024,8.339,0.075,,,,4050.0,1.16,0.8,60.0,1,1
TYC 1422-614-1 b,TYC 1422-614-1,2014,198.44,0.6879,,,,4806.0,6.85,1.15,759.0,2,1
TYC 1422-614-1 c,TYC 1422-614-1,2014,569.2,1.3916,,,,4806.0,6.85,1.15,759.0,2,1
TYC 1744-123-1 b,TYC 1744-123-1,2024,,7100.0,,,,4047.0,0.672,0.63,68.8155,1,1
TYC 198-493-1 b,TYC 198-493-1,2026,718.67,1.47,,10865.582,,5250.0,0.774,0.817,75.2,1,1
TYC 2187-512-1 b,TYC 2187-512-1,2022,694.86,1.22,,,,3735.0,0.495,0.498,15.485,1,1
TYC 2534-698-1 c,TYC 2534-698-1,2009,103.698,0.4417,,,,5696.11,1.22,1.014,176.557,1,1
TYC 3056-264-1 b,TYC 3056-264-1,2023,564.96,1.25,,20570.2406,,4788.11,0.706,0.77,81.1627,1,1
TYC 3318-01333-1 b,TYC 3318-01333-1,2018,562.0,1.414,,,,4776.0,5.9,1.19,556.0,1,1
TYC 3667-1280-1 b,TYC 3667-1280-1,2016,26.468,0.21,,,1350.0,5130.0,6.26,1.87,481.0,1,1
TYC 3873-761-1 b,TYC 3873-761-1,2023,526.19,1.255,,20117.3756,,5349.0,0.916,0.925,101.813,1,1
TYC 4282-605-1 b,TYC 4282-605-1,2017,101.54,0.422,,,,4300.0,16.21,0.97,700.0,1,1
TYC 4998-437-1 b,TYC 4998-437-1,2024,558.67,1.27,,9152.640000000001,,5150.0,0.871,0.856,130.327,1,1
TYC 7922-716-1 b,TYC 7922-716-1,2024,288.7,0.818,,21292.600000000002,,5097.0,0.794,0.86,98.5197,1,1
TYC 8025-428-1 b,TYC 8025-428-1,2024,,5000.0,,19068.0,,5255.0,0.8347,0.9,86.808,1,1
TYC 8252-533-1 b,TYC 8252-533-1,2022,,570.0,39.2315,16525.600000000002,3092.0,4500.0,1.54,1.2,129.5,1,1
TYC 8321-266-1 b,TYC 8321-266-1,2023,413.89,1.157,,14690.622800000001,,6137.0,1.132,1.16,120.762,1,1
TYC 8927-2833-1 b,TYC 8927-2833-1,2024,,2900.0,,19068.0,,4024.0,0.635,0.63,30.9771,1,1
TYC 8998-760-1 b,TYC 8998-760-1,2020,,146.0,33.626999999999995,4449.2,1727.0,4573.0,,1.0,94.6,2,1
TYC 8998-760-1 c,TYC 8998-760-1,2020,,320.0,,1906.8000000000002,,4573.0,,1.0,94.6,2,1
TYC 9255-929-1 b,TYC 9255-929-1,2023,298.47,0.836,,19585.6962,,5188.16,0.78,0.88,96.85,1,1
TYC 9486-927-1 b,TYC 9486-927-1,2008,,6900.0,15.580509999999999,7563.64,1800.0,3592.0,0.6728,0.644,34.1154,1,1
UCAC2 9182345 b,UCAC2 9182345,2024,130.3,0.455,,19385.8,,4430.0,0.681,0.69,81.373,1,1
UCAC3 113-933 b,UCAC3 113-933,2024,,6100.0,,6356.0,,3864.0,0.564,0.558,52.5829,1,1
UCAC3 40-6918 b,UCAC3 40-6918,2024,,1549.0,,4767.0,,,,,,1,1
UCAC3 52-1038 b,UCAC3 52-1038,2024,,7138.4,,18432.4,,3500.0,0.388,0.378,33.106,1,1
UCAC4 204-003910 b,UCAC4 204-003910,2024,,1400.0,,9534.0,,3681.0,0.4881,0.486,41.9244,1,1
