pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt,pl_dens,pl_orbincl,st_teff,st_rad,st_mass,st_met,st_logg,st_age,st_dens,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
Kepler-230 b,Kepler-230,1,2,0,0,Transit,2014,32.625555,0.191,4.26,0.38,16.8,0.0529,0.0,11.816,506.0,1.19,89.98,5588.0,0.817,0.784,-0.21,4.551,1.8,1.72,740.754,15.264,13.299,15.073
Kepler-933 b,Kepler-933,1,1,0,0,Transit,2016,14.20443009,0.1041,2.46,0.2194665,6.62,0.0208,0.0,61.323,602.0,2.44,89.98,5346.0,0.84,0.87,-0.02,4.54,4.68,2.01989,1017.2,15.614,13.582,15.4379
HD 11506 b,HD 11506,1,3,0,0,Radial Velocity,2007,1617.7,2.885,12.9,1.15,1551.00262616,4.88,0.379,0.2609,193.57,3.97,112.598,6123.0,1.24,1.22,0.3,4.39,2.5,0.641299,51.261,7.51,6.168,7.37382
K2-251 b,K2-251,1,1,0,0,Transit,2018,9.30075,0.0694,2.35,0.20965296,6.12,0.0193,,9.4444,437.0,2.59,,3717.0,0.49,0.52,-0.04,4.76,,5.743802,147.03,15.66,11.515,14.7702
Kepler-867 b,Kepler-867,1,1,0,0,Transit,2016,150.242127,0.5375,4.64,0.41395307,19.4,0.0612,0.0,2.72,327.0,1.07,89.81,5541.0,0.91,0.92,-0.02,4.49,5.89,0.95103,1195.54,15.098,13.148,14.8849
K2-219 c,K2-219,1,3,0,0,Transit,2018,6.66767,,1.43839723,0.12832521,2.66,0.00837,,,,4.91,87.26923,5753.0,1.189232,1.021545,0.13,4.23,,0.725464,325.4,12.09,10.424,11.911
K2-200 b,K2-200,1,1,0,0,Transit,2018,2.849883,,1.3643987,0.1217235,2.43,0.00766,,,,5.26,87.96772,5233.0,0.791736,0.860208,-0.04,4.71,,2.231868,184.131,12.428,10.375,12.2315
TOI-1772.01,TOI-1772,1,1,0,0,Transit,2024,8.054246874,0.078375,2.905,0.25916719,8.78,0.0276,,140.93,877.67,1.97,,5583.0,0.995,0.99,0.1282,4.44,,1.41579,97.7562,9.955,8.354,9.80056
TOI-836.01,TOI-836,1,2,0,0,Transit,2021,8.59545,0.075,2.587,0.23079708,9.6,0.03020498,0.078,26.707,665.0,3.06,88.7,4552.0,0.665,0.678,-0.284,4.743,5.4,3.294,27.5024,9.92,6.804,9.40475
HD 32518 b,HD 32518,1,1,0,0,Radial Velocity,2009,157.35,0.594,13.2,1.18,905.49313154,2.849,0.028,131.2791,916.07,2.16,,4580.0,10.22,1.13,-0.15,2.1,5.83,,122.115,6.43005,3.911,6.11933
Kepler-523 b,Kepler-523,1,1,0,0,Transit,2016,5.835983111,0.06159,1.96,0.17485949,4.5,0.0142,0.0,149.135,884.0,3.28,89.66,5515.0,0.86,0.93,-0.03,4.54,2.45,1.64,253.295,12.588,10.827,12.481
Kepler-149 d,Kepler-149,1,3,0,0,Transit,2014,160.018032,0.571,3.96,0.353,14.9,0.0467,0.0,2.446,306.0,1.32,89.64,5381.0,0.953,1.013,0.3805,4.465,14.0,1.12,571.034,14.152,12.184,14.0194
TOI-5803 b,TOI-5803,1,1,0,0,Transit,2023,5.38305,,3.2732,0.29201585,10.7,0.0338,,73.722,678.87,1.68,89.3,5134.0,0.7625,0.87,,4.613,,2.766615,84.0126,10.655,8.684,10.4782
Kepler-94 b,Kepler-94,1,2,0,0,Transit,2014,2.50806,0.03377,3.51,0.313,10.84,0.034,0.0,216.094,997.0,1.45,86.61,4781.0,0.76,0.81,0.34,4.59,1.41,2.9,191.904,13.071,10.594,12.8567
Kepler-730 c,Kepler-730,1,2,0,0,Transit,2018,2.85188338,0.03997,1.56926,0.14,3.09,0.00971,0.0,903.77,1607.0,4.39,83.81,5620.0,1.411,1.047,0.21,4.162,9.5,0.529,1935.04,15.782,14.102,15.6113
Kepler-1316 b,Kepler-1316,1,1,0,0,Transit,2016,87.9732136,0.39765,3.54,0.31581765,12.3,0.0386,0.0,10.714,446.0,1.52,89.98,5884.0,1.12,1.04,0.03,4.36,5.13,0.25291,800.871,14.119,12.442,13.9509
Kepler-539 b,Kepler-539,1,2,0,0,Transit,2016,125.63243,0.4988,8.373123,0.747,308.2951,0.97,0.39,3.681,387.6,2.9,89.845,5820.0,0.952,1.048,-0.01,4.502,0.91,1.713,307.318,12.444,10.915,12.379
TOI-1798.01,TOI-1798,1,2,0,0,Transit,2024,8.021522331,0.074984,2.448,0.21839631,6.5,0.02045129,0.0,69.26,734.31,2.61,88.43515,5165.0,0.78,0.87,0.073,4.572,2.6,2.4218,113.181,11.361,9.237001,11.067
Kepler-991 b,Kepler-991,1,1,0,0,Transit,2016,82.5342519,0.3104,2.54,0.22660362,6.99,0.022,0.0,1.371,260.0,2.34,89.99,4392.0,0.61,0.64,-0.25,4.67,3.47,6.80263,389.561,15.626,12.611,15.1476
TOI-1117 c,TOI-1117,1,3,0,0,Radial Velocity,2025,4.579,0.0534,2.91,0.259,8.78,0.02762497,0.0,355.0,1210.0,1.96,,5635.0,1.05,0.97,0.136,4.41,4.42,1.28,167.598,11.016,9.385,10.8621
Kepler-1369 b,Kepler-1369,1,1,0,0,Transit,2016,25.873148,0.1741,2.69,0.23998573,7.7,0.0242,0.0,37.158,667.0,2.17,89.71,5761.0,0.99,0.99,0.0,4.45,4.07,1.09037,1236.56,15.621,13.788,15.3498
Kepler-289 e,Kepler-289,1,4,0,0,Transit,2025,330.0716,0.9342,2.94,0.26228968,17.4,0.05474652,0.0,1.58,286.0,2.92,89.91,5990.0,0.985,1.061,-0.0098,4.47,0.65,1.91026,704.438,14.142,12.508,13.9628
Kepler-1136 b,Kepler-1136,1,1,0,0,Transit,2016,2.361724329,0.0299,1.64,0.146311,3.33,0.0105,0.0,150.055,922.0,4.15,89.97,4512.0,0.68,0.72,0.03,4.63,3.24,11.55482,491.406,16.037,13.174,15.6422
Kepler-1364 b,Kepler-1364,1,1,0,0,Transit,2016,13.32196237,0.1284,2.15,0.19181015,5.27,0.0166,0.0,672.06,1299.0,2.91,85.72,6805.0,1.79,1.49,0.04,4.1,1.58,0.12368,1056.9,13.196,12.143,13.1858
MOA-bin-1L b,MOA-bin-1L,1,1,0,0,Microlensing,2012,,8.3,13.0,1.16,1200.0,3.7,,,,3.0,,,,0.75,,,,,5100.0,,,
KOI-1783.02,KOI-1783,1,2,0,0,Transit,2020,284.215,0.86695,5.44,0.48532429,15.0,0.04719504,0.0,2.49,321.0,0.51,89.65,5922.0,1.143,1.076,0.11,4.3,0.2,0.73,865.73,13.978,12.621,13.9061
Gl 686 b,Gl 686,1,1,0,0,Radial Velocity,2018,15.53,0.091,2.46,0.22,6.624,0.02084133,0.05,3.5638,379.0,2.45,,3656.0,0.427,0.426,-0.23,4.87,,7.145493,8.15728,9.62,5.572,8.73899
K2-354 b,K2-354,1,1,0,0,Transit,2021,3.793306,,1.56,0.13917412,3.05,0.00961,,,543.0,4.41,,3669.0,0.41,0.43,-0.04,4.86,,7.809691,91.722,15.296,10.964,14.3753
Kepler-243 c,Kepler-243,1,2,0,0,Transit,2014,20.026218,0.142,1.99,0.178,4.62,0.0145,0.0,21.72,559.0,3.22,88.43,5228.0,0.842,0.904,0.26,4.565,1.86,1.63,693.86,15.159,13.064,15.0573
Kepler-80 d,Kepler-80,1,6,0,0,Transit,2014,3.07222,0.0372,1.53,0.13649746,6.75,0.02123777,0.0041,164.625,722.0,7.04,88.35,4540.0,0.678,0.73,0.04,4.639,2.0,2.33,369.451,15.23,12.253,14.7555
GJ 4274 c,GJ 4274,1,2,0,0,Radial Velocity,2026,69.57,0.186,2.83,0.252,8.39,0.02639789,,0.1,157.32,2.03,,3228.0,0.19,0.18,-0.19,5.26,0.12,,7.23556,13.31,7.319,11.5542
K2-268 f,K2-268,1,5,0,0,Transit,2021,26.27057,,2.23,0.19894762,5.6,0.0176,,,492.0,2.77,,5106.0,0.78,0.84,0.03,4.58,,2.299399,327.783,13.848,11.639,13.5627
HD 44219 b,HD 44219,1,1,0,0,Radial Velocity,2010,472.0,1.26,14.1,1.26,184.34047606,0.58,0.41,1.1462,283.89,0.361,90.0,5752.0,1.32,1.2,0.03,4.21,8.4,0.50056,52.9051,7.69,6.115,7.52973
TOI-6029 b,TOI-6029,1,1,0,0,Transit,2024,5.7987,,14.39233122,1.284,519.64944544,1.635,0.091,806.794,1484.0,0.958,,6223.0,2.338,1.548,0.37,3.886,2.31,0.089826,603.119,12.858,10.369,12.2681
Kepler-330 c,Kepler-330,1,2,0,0,Transit,2014,15.955387,0.116,1.95,0.174,4.46,0.014,0.0,27.676,573.0,3.31,89.4,5117.0,0.722,0.848,0.16,4.636,3.47,1.73,717.527,15.569,13.259,15.2634
Kepler-60 c,Kepler-60,1,3,0,0,Transit,2012,8.9187,0.08422,1.9,0.16950665,3.85,0.01211339,0.039,236.0,1023.0,3.06,87.32,5905.0,1.257,1.041,-0.09,4.26,8.91,0.34,1025.1,13.95,12.516,13.9132
Kepler-1504 b,Kepler-1504,1,1,0,0,Transit,2016,82.304003,0.3704,2.13,0.19002587,5.18,0.0163,0.0,25.17,485.0,2.95,87.87,5393.0,0.81,0.85,-0.17,4.55,4.47,0.28092,2435.94,15.883,13.834,15.6311
K2-374 b,K2-374,1,2,0,0,Transit,2022,4.521953,,1.593,0.14211819,3.16,0.00996,,,,4.3,,5789.0,0.907,0.731,-0.292,4.386,,1.827769,359.439,12.783,11.287,12.6473
Kepler-56 c,Kepler-56,1,3,0,0,Transit,2012,21.40239,0.1652,9.8,0.874,181.0,0.57,0.0,317.206,1087.0,1.06,80.4,4840.0,4.23,1.32,0.2,3.31,3.5,0.0246,912.994,12.598,10.227,12.4298
TOI-2570 b,TOI-2570,1,1,0,0,Transit,2022,2.9887615,0.04145,13.64132951,1.217,260.61929374,0.82,0.0,699.0,1431.0,0.563,87.73,5771.0,1.095,1.063,0.191,4.385,4.4,1.138,361.857,12.569,10.905,12.4599
Kepler-301 d,Kepler-301,1,3,0,0,Transit,2014,13.751243,0.112,1.75,0.156,3.71,0.0117,0.0,68.931,725.0,3.8,89.21,5815.0,0.9,1.022,0.187,4.525,1.45,1.22,719.166,14.458,12.706,14.2737
HD 136925 b,HD 136925,1,1,0,0,Radial Velocity,2021,4540.0,5.13,13.9,1.24,266.97586188,0.84,0.103,0.0518,134.25,0.546,,5773.19,1.193078,0.875104,-0.2172,4.226014,,0.92841,47.874,7.91433,6.359,7.74447
K2-199 b,K2-199,1,2,0,0,Transit,2018,3.2253993,0.0382,1.73,0.15434053,6.9,0.02170983,0.02,116.2,913.0,7.2,88.8,4491.0,0.682,0.711,-0.01,4.64,5.04,2.928393,107.518,12.358,9.625,11.9053
WASP-83 b,WASP-83,1,1,0,0,Transit,2015,4.971252,0.059,11.65736,1.04,95.349,0.3,0.0,238.875,1120.0,0.35,88.9,5510.0,1.05,1.11,0.29,4.44,5.0,1.4,271.103,12.312,10.393,12.0084
KMT-2024-BLG-2059L b,KMT-2024-BLG-2059L,1,1,0,0,Microlensing,2025,,2.55,2.54,0.227,6.99222495,0.022,,,,2.34,,,,0.51,,,,,6070.0,,,
Kepler-290 d,Kepler-290,1,3,0,0,Transit,2023,0.764017553,0.0154,0.86,0.07672419,0.566,0.00178,0.0,1503.79,1589.0,4.89,84.79,5142.0,0.755,0.84,-0.06,4.602,1.1,3.7212,694.627,15.775,13.452,15.5648
HD 15906 b,HD 15906,1,2,0,0,Transit,2023,10.924709,0.09,2.24,0.19983976,5.65,0.0178,0.11,33.14,668.0,2.76,87.98,4757.0,0.762,0.79,0.02,4.49,,2.58324,45.5621,9.78,7.459,9.47728
Gaia22dkvL b,Gaia22dkvL,1,1,0,0,Microlensing,2024,,1.4,14.1,1.26,187.83658854,0.591,,,,0.368,,,,1.145,,,,,1270.0,,,
K2-240 b,K2-240,1,2,0,0,Transit,2018,6.034,0.0513,2.0,0.17842805,4.66,0.0147,,20.1392,586.0,3.2,89.26,3810.0,0.54,0.58,-0.1,4.7,,4.329464,72.9105,13.372,9.56,12.6212
Kepler-306 c,Kepler-306,1,4,0,0,Transit,2014,7.240193,0.067,2.35,0.21,6.12,0.0193,0.0,70.449,716.0,2.59,88.29,4954.0,0.719,0.75,-0.13,4.611,2.63,1.83,775.679,15.575,13.503,15.5524
WASP-95 b,WASP-95,1,1,0,0,Transit,2014,2.18467,0.03416,13.78707,1.23,457.6752,1.44,0.0,2841.0562,1570.0,0.84,88.4,5830.0,1.23,1.46,0.14,4.36,2.4,1.09,137.544,10.092,8.564,9.93697
HD 8535 b,HD 8535,2,1,0,0,Radial Velocity,2010,1313.0,2.45,14.0,1.25,216.1244,0.68,0.15,0.3584,206.21,0.433,,6136.0,1.19,1.13,0.06,4.46,,0.80938,55.4401,7.7,6.354,7.56066
HD 134060 c,HD 134060,1,2,0,0,Radial Velocity,2019,1291.5646,2.3928,5.91,0.527,29.29,0.0922,0.11,0.2515,200.67,0.78,,5966.0,1.164285,1.095,0.14,4.43,5.6,1.015934,24.0125,6.29,4.836,6.13951
HD 196050 b,HD 196050,3,1,0,0,Radial Velocity,2002,1392.0,2.65,12.9,1.15,1493.7935129,4.7,0.2,0.2591,207.52,3.82,42.0,5879.0,1.42,1.27,0.229,4.25,4.3,0.52347,50.6742,7.5,6.034,7.3407
Kepler-83 b,Kepler-83,2,3,0,0,Transit,2012,9.77,0.07295,2.83,0.252,2.94,0.00925027,0.0,15.412,460.0,0.52,89.84,4082.0,0.61,0.66,-0.2,4.69,3.09,3.81596,400.409,16.145,12.947,15.7832
HD 141399 b,HD 141399,1,4,0,0,Radial Velocity,2014,94.44,0.415,14.3,1.28,143.34133,0.451,0.04,9.2321,493.71,0.269,,5600.0,1.387236,1.07,0.35,4.28,,0.511592,37.0169,7.20856,5.499,7.00926
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,1,1,0,0,Microlensing,2022,,2.0,2.41,0.215,6.4,0.02013665,,,,2.51,,,,0.47,,,,,6500.0,,,
TOI-1243 b,TOI-1243,1,1,0,0,Transit,2026,4.6594779,,2.33,0.20786903,7.7,0.02422691,,17.2664,450.0,3.3,88.24,3515.0,0.511,0.515,-0.2,4.73,,5.4,43.1865,13.427,8.878,12.359
K2-187 d,K2-187,1,4,0,0,Transit,2018,7.149584,0.072,2.4,0.21411403,6.35,0.02,,122.8195,865.0,2.52,90.3,5438.0,0.83,0.966999,0.0,4.6,,1.682303,330.916,13.102,11.196,12.8673
Kepler-938 b,Kepler-938,1,1,0,0,Transit,2016,52.6298417,0.2689,2.22,0.19805513,5.56,0.0175,0.0,8.57,544.0,2.79,89.72,5533.0,0.89,0.92,-0.03,4.51,4.27,1.95244,1182.05,15.148,13.26,
Kepler-799 b,Kepler-799,1,2,0,0,Transit,2016,133.4605235,0.5167,6.88,0.61379249,37.9,0.119,0.0,6.356,433.0,0.64,89.84,5681.0,0.93,0.95,-0.07,4.49,3.98,0.82029,1509.084,15.166,13.524,
EPIC 212587672 b,EPIC 212587672,1,2,0,0,Transit,2019,15.28078,,1.26,0.11240986,2.13,0.00669,,,756.0,5.85,,6004.0,0.98,0.99,-0.18,4.45,,1.858884,320.07,12.488,10.857,12.2038
HD 98736 b,HD 98736,2,1,0,0,Radial Velocity,2018,968.8,1.864,13.3,1.19,740.5439,2.33,0.226,0.1734,179.53,1.73,,5271.0,0.93,0.92,0.36,4.47293,7.39,1.648989,32.4459,7.93,6.028,7.75446
HD 148164 c,HD 148164,1,2,0,0,Radial Velocity,2018,5062.0,6.15,12.8,1.15,1640.0028,5.16,0.125,0.0565,135.77,4.3,,6032.0,1.34,1.21,0.24,4.1581,2.41,0.506536,77.1971,8.23,6.906,8.0907
TOI-1732 b,TOI-1732,1,1,0,0,Transit,2026,4.11923678339,,2.49549787,0.22263379,6.78,0.0213,,44.2458,657.79,2.4,88.22898,4201.93,0.632571,0.613891,,4.6537,,2.751332,74.7599,12.889,9.255,12.2811
HAT-P-68 b,HAT-P-68,1,1,0,0,Transit,2020,2.29840551,0.02996,12.016048,1.072,230.10892,0.724,0.041,184.8,1027.8,0.727,88.73,4508.0,0.6701,0.6785,-0.059,4.615,11.1,3.165,202.152,13.802,11.019,13.5442
TOI-1416 b,TOI-1416,1,1,0,0,Transit,2023,1.0697568,0.019,1.62,0.14452697,3.48,0.0109493,0.0,883.0,1517.0,4.5,85.7,4884.0,0.793,0.798,0.08,4.52,6.9,2.31,55.0135,9.91,7.708,9.65254
TOI-1136 c,TOI-1136,1,6,0,0,Transit,2022,6.2574,0.0669,2.879,0.25684762,6.32,0.01988494,0.11,232.392,1062.0,1.45,88.8,5770.0,0.968,1.022,0.07,4.47,0.7,1.564907,84.5362,9.534,8.034,9.36789
TOI-6894 b,TOI-6894,1,1,0,0,Transit,2025,3.37077196,0.02604,9.5836785,0.855,53.39517238,0.168,0.029,5.54,417.9,0.334,89.58,3007.0,0.2276,0.207,0.142,5.039,,24.73,73.8131,,12.207,16.3092
WASP-185 b,WASP-185,1,1,0,0,Transit,2019,9.38755,0.0904,14.01125,1.25,311.4734,0.98,0.24,662.3252,1160.0,0.66,86.8,5900.0,1.5,1.12,-0.02,4.13,6.6,0.47,279.35,11.101,9.505,10.8949
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,1,1,0,0,Microlensing,2023,,4.5,13.6,1.21,467.20775829,1.47,,,,1.02,,,,0.72,,,,,5070.0,,,
Kepler-873 b,Kepler-873,1,1,0,0,Transit,2016,20.5533844,0.1542,3.75,0.33455259,13.5,0.0426,0.0,68.015,749.0,1.41,87.62,6163.0,1.27,1.18,0.07,4.29,2.95,0.31624,1182.22,15.052,13.439,14.7952
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,1,1,0,0,Microlensing,2021,,0.681,14.0,1.25,245.0457018,0.771,,,,0.491,,,,0.064,,,,,6421.0,,,
HD 164509 b,HD 164509,2,1,0,0,Radial Velocity,2012,280.17,0.87,14.3,1.28,140.79869,0.443,0.238,1.7417,319.12,0.265,,5859.0,1.11,1.12,0.2,4.44,2.32,1.014947,53.1119,8.1,6.586,7.95594
Kepler-1093 c,Kepler-1093,1,2,0,0,Transit,2016,89.722292,0.41037,1.96,0.17485949,4.5,0.0142,0.0,18.1,508.0,3.28,89.02,6166.0,1.2,1.13,-0.01,4.33,2.95,0.37,1072.88,13.781,12.484,13.8084
Kepler-1315 c,Kepler-1315,1,2,0,0,Transit,2021,6.566060066,0.0635,1.84398883,0.16450995,4.06,0.0128,0.0,57.6,777.0,3.56,88.08,4818.0,0.856,0.809,0.56,4.481,1.62,3.77376,480.869,15.133,12.684,14.9517
Kepler-982 b,Kepler-982,1,1,0,0,Transit,2016,15.7738221,0.1277,2.25,0.20073156,5.69,0.0179,0.0,185.203,955.0,2.74,89.92,6139.0,1.29,1.16,0.05,4.28,3.55,0.38,801.479,13.099,11.895,12.9868
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,1,1,0,0,Microlensing,2022,,2.43,14.3,1.28,143.02278315,0.45,,,,0.269,,,,0.36,,,,,6090.0,,,
Ross 508 b,Ross 508,1,1,0,0,Radial Velocity,2022,10.77,0.05366,1.83,0.163,4.0,0.01258541,0.33,1.2464,293.86,3.59,,3071.0,0.2113,0.1774,-0.2,5.039,,26.5,11.2103,14.18,8.279,12.2066
Kepler-132 b,Kepler-132,2,4,0,0,Transit,2014,6.178196,0.067,1.21,0.108,1.92,0.00606,0.0,284.8,1082.0,5.96,85.28,6003.0,1.178,0.929,-0.2159,4.31,4.37,0.91,349.549,11.922,10.424,
K2-81 b,K2-81,1,1,0,0,Transit,2016,6.102325,0.059,1.97,0.17575163,4.54,0.0143,0.06,62.9,739.23,3.26,89.29,4674.13,0.634663,0.745273,,4.668,,2.517217,252.318,14.314,11.316,13.9043
Kepler-609 b,Kepler-609,1,1,0,0,Transit,2016,6.521210666,0.0682,3.35,0.29886698,11.2,0.0352,0.0,258.059,932.0,1.64,88.14,5971.0,1.14,1.09,0.06,4.36,3.72,1.76248,1065.82,14.96,13.281,14.8041
Kepler-1841 b,Kepler-1841,1,1,0,0,Transit,2021,25.88599968,0.1606,1.48912557,0.13285111,2.82,0.00888,0.0,20.35,542.0,4.69,87.16,5190.0,0.899,0.823,0.12,4.446,11.6,0.18265,631.7,14.855,12.745,14.5268
Kepler-132 c,Kepler-132,2,4,0,0,Transit,2014,6.414914,0.068,1.28,0.114,2.18,0.00687,0.0,271.0,1069.0,5.71,83.44,6003.0,1.178,0.929,-0.2159,4.31,4.37,0.91,349.549,11.922,10.424,
Kepler-1681 b,Kepler-1681,1,1,0,0,Transit,2020,69.8956,0.32,2.55321772,0.22778283,7.05,0.0222,0.0,5.33,442.0,2.33,89.08,5756.4,0.759,0.893,0.1064,4.538,3.3,3.45002,758.3,14.646,12.661,14.5565
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,1,1,0,0,Microlensing,2023,,1.38,12.1,1.08,98.52680617,0.31,,,,0.306,,,,0.18,,,,,7710.0,,,
Kepler-383 b,Kepler-383,1,2,0,0,Transit,2014,12.904532,0.095,1.32,0.118,2.3,0.00724,0.0,20.91,545.0,5.5,88.77,4710.0,0.672,0.669,-0.1785,4.624,13.9,3.24938,470.0,15.473,12.674,15.0655
Kepler-696 b,Kepler-696,1,1,0,0,Transit,2016,4.190425575,0.0535,6.14,0.54777411,31.3,0.0984,0.0,607.525,1234.0,0.743,87.52,5903.0,1.08,1.06,0.07,4.39,3.98,1.69443,1416.44,15.308,13.624,15.2389
HIP 67522 c,HIP 67522,1,2,0,0,Transit,2024,14.334892,0.1228,7.93595834,0.708,48.3,0.152,0.077,116.049,917.0,0.531,89.2,5675.0,1.38,1.22,0.0,4.0,0.017,0.628783,127.28,9.79,8.164,9.63261
TOI-4336 A c,TOI-4336 A,3,2,0,0,Transit,2026,7.587266,0.05092,1.251,0.11160694,1.55,0.00487685,0.0,4.24,399.5,4.35,89.64,3307.0,0.326,0.306,0.14,4.897,6.7,12.45,22.5455,13.6,8.632,12.2569
K2-293 b,K2-293,1,1,0,0,Transit,2019,13.1225,,2.45,0.21857436,6.57,0.0207,,,750.0,2.45,88.8,5532.0,0.947,0.958,0.218,4.52,,1.688211,392.251,13.44,11.544,13.1611
L 98-59 f,L 98-59,1,5,0,0,Radial Velocity,2025,23.064,0.1052,1.48,0.132,2.8,0.00880979,0.044,1.1,285.0,5.0,74.0,3415.0,0.3155,0.2923,-0.46,4.91,4.94,13.0,10.6194,11.685,7.101,10.5976
KELT-18 b,KELT-18,2,1,0,0,Transit,2017,2.8717518,0.0455,17.59813,1.57,375.0394,1.18,0.0,3152.0,2085.0,0.377,88.86,6670.0,1.908,1.524,0.09,4.0599,1.9,0.3111,321.376,10.16,9.21,10.1036
Kepler-1353 b,Kepler-1353,1,1,0,0,Transit,2016,24.7543966,0.153,1.8,0.16058524,3.89,0.0123,0.0,10.767,491.0,3.67,89.01,4776.0,0.72,0.76,-0.06,4.61,4.68,3.04244,593.384,15.734,13.141,15.5059
Kepler-1732 b,Kepler-1732,1,1,0,0,Transit,2021,32.31240082,0.2015,4.09903273,0.36569184,15.7,0.0496,0.0,27.05,699.0,1.25,86.72,5821.0,1.494,1.043,0.04,4.108,2.0,0.07872,1289.41,14.884,13.205,14.7163
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,1,1,0,0,Microlensing,2023,,1.38,2.13,0.19,5.19,0.01632957,,,,2.95,,,,0.32,,,,,7090.0,,,
Kepler-168 c,Kepler-168,1,2,0,0,Transit,2014,13.193242,0.116,2.69,0.24,7.7,0.0242,0.0,169.002,862.0,2.17,89.99,6282.0,1.107,1.113,0.09,4.422,2.29,0.96679,1343.6,14.842,13.206,14.6046
Kepler-1535 b,Kepler-1535,1,1,0,0,Transit,2016,138.9442,0.5329,2.55,0.22749576,7.04,0.0221,0.0,5.384,384.0,2.33,89.89,6021.0,1.11,1.08,0.0,4.38,3.47,0.98758,897.733,14.385,12.744,14.1798
Kepler-51 c,Kepler-51,1,4,0,0,Transit,2012,85.312,0.384,9.0,0.803,4.0,0.013,0.014,4.331,439.0,0.03,89.44,6018.0,0.94,1.04,0.05,4.51,0.3,2.16,783.831,14.885,13.197,14.6777
WASP-104 b,WASP-104,2,1,0,0,Transit,2014,1.7554137,0.02918,12.745,1.137,404.263,1.272,0.0,867.7365,1516.0,1.074,83.63,5475.0,0.963,1.076,0.32,4.503,3.0,1.7,185.932,11.779,9.882,11.5931
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,1,1,0,0,Microlensing,2022,,3.1,2.99,0.266,9.2,0.02894644,,,,1.89,,,,0.7,,,,,4900.0,,,
Kepler-167 d,Kepler-167,2,4,0,0,Transit,2016,21.80379,0.1404,1.238,0.11044715,2.06,0.00649,0.0,14.489,538.0,5.97,89.26,4884.0,0.749,0.777,0.02,4.579,7.1,2.6,341.908,14.284,11.832,14.0004
KOI-94 b,KOI-94,2,4,0,0,Transit,2013,3.743208,0.05119,1.71,0.153,10.5,0.033,0.25,1053.181,1486.0,10.1,89.3,6182.0,1.52,1.277,0.0228,4.181,3.16,0.77072,477.052,12.314,10.926,12.1882
BD+05 4868 A b,BD+05 4868 A,2,1,0,0,Transit,2025,1.271869,0.0208,,,6.2,0.01950738,,443.787,1820.0,,,4596.0,0.69,0.7,-0.05,4.6,11.1,2.994175,43.5687,10.158,7.448,9.84152
TOI-771 c,TOI-771,1,2,0,0,Radial Velocity,2025,7.61,0.046,1.5,0.134,2.87,0.00903003,0.065,3.0,365.0,4.67,,3370.0,0.232,0.22,-0.13,4.8,6.7,23.685082,25.2788,14.888,9.664,13.3671
KMT-2017-BLG-0849L b,KMT-2017-BLG-0849L,1,1,0,0,Microlensing,2024,,2.73,2.41,0.215,6.39,0.02010519,,,,2.51,,,,0.19,,,,,7220.0,,,
Kepler-167 b,Kepler-167,2,4,0,0,Transit,2014,4.3931539,0.04825,1.718,0.15326996,3.6,0.0113,0.0,122.502,918.0,3.9,88.3,4884.0,0.749,0.777,0.02,4.579,7.1,2.6,341.908,14.284,11.832,14.0004
GJ 341 b,GJ 341,1,1,0,0,Transit,2025,7.57686,,0.88,0.07850848,4.0,0.01258541,0.0,13.8,629.0,,89.24,3770.0,0.5066,0.48,-0.16,4.72,,5.082382,10.454,9.49,5.587,8.67538
KOI-94 e,KOI-94,2,4,0,0,Transit,2013,54.32031,0.3046,6.56,0.585,35.0,0.11,0.019,29.7,584.0,0.6,89.76,6182.0,1.52,1.277,0.0228,4.181,3.16,0.77072,477.052,12.314,10.926,12.1882
TOI-2537 c,TOI-2537,1,2,0,0,Radial Velocity,2024,1920.0,2.78,12.7,1.13,2297.89938261,7.23,0.287,0.0389,123.1,6.16,,4870.0,0.771,0.771,0.08,4.551,1.1,2.37,184.986,13.236,10.387,12.73
TOI-762 A b,TOI-762 A,2,1,0,0,Transit,2024,3.4716826,0.03418,8.33948164,0.744,79.77493016,0.251,0.083,17.0012,555.4,0.76,87.5,3266.0,0.425,0.442,0.357,4.827,9.3,8.11,98.4458,16.0,11.084,14.9535
HD 99283 b,HD 99283,1,1,0,0,Radial Velocity,2021,310.4,1.08,13.8,1.23,308.29355479,0.97,0.2,55.3069,759.06,0.645,,4886.0,11.21,1.76,-0.16,2.57,,,111.093,5.72916,3.568,5.46403
TIC 24750448 b,TIC 24750448,1,2,0,0,Transit,2026,3.59159193029,,2.43722231,0.21743479,6.51,0.0205,,,,2.47,87.65911,4545.43,0.713599,0.69,,4.6624,,2.035182,178.146,13.518,10.763,13.2265
