pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt,pl_dens,pl_orbincl,st_teff,st_rad,st_mass,st_met,st_logg,st_age,st_dens,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
EPIC 249893012 b,EPIC 249893012,1,3,0,0,Transit,2020,3.5951,0.047,1.95,0.17396735,8.75,0.02753044,0.06,1037.0,1616.0,6.39,86.14,5430.0,1.71,1.05,0.2,3.99,9.0,0.298,321.296,11.429,9.714,11.4019
Kepler-1267 b,Kepler-1267,1,1,0,0,Transit,2016,13.0313945,0.1057,3.01,0.26853421,9.32,0.0293,0.0,86.469,774.0,1.88,86.61,6096.0,1.2,1.15,0.07,4.33,3.24,1.52999,1379.43,15.846,13.937,15.8136
Kepler-1157 b,Kepler-1157,1,1,0,0,Transit,2016,4.45743164,0.0448,1.09,0.09724329,1.32,0.00416,0.0,95.443,732.0,5.6,89.31,4679.0,0.71,0.76,0.05,4.62,3.39,2.97604,342.144,14.603,12.015,14.3769
TOI-622 b,TOI-622,1,1,0,0,Transit,2023,6.402513,0.0708,9.2362001,0.824,96.30200732,0.303,0.42,602.0,1388.0,0.507,86.62,6400.0,1.415,1.313,0.09,4.2,0.9,0.452,123.297,8.995,7.858,8.89103
Kepler-640 b,Kepler-640,1,1,0,0,Transit,2016,22.24813967,0.15418,2.56,0.2283879,7.08,0.0223,0.0,35.062,609.0,2.32,87.79,5653.0,0.94,1.01,0.15,4.5,2.09,1.1,557.787,13.885,12.113,13.687
HD 141399 d,HD 141399,1,4,0,0,Radial Velocity,2014,1069.8,2.09,13.7,1.22,375.0394,1.18,0.074,0.364,220.0,0.801,,5600.0,1.387236,1.07,0.35,4.28,,0.511592,37.0169,7.20856,5.499,7.00926
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,1,1,0,0,Microlensing,2022,,1.52,4.59,0.409,19.05,0.059938,,,,1.08,,,,0.24,,,,,6640.0,,,
HD 147513 b,HD 147513,2,1,0,0,Radial Velocity,2003,528.4,1.32,13.7,1.22,385.0,1.21,0.26,0.5609,244.43,0.823,,5883.0,0.98,1.11,0.06,4.51,0.3,1.657194,12.9032,5.37,3.933,5.22664
K2-99 b,K2-99,1,2,0,0,Transit,2016,18.24783,0.153,11.88151954,1.06,276.51071409,0.87,0.22,357.0,1184.0,0.9,88.6,6069.0,2.55,1.44,0.2,3.783,3.7,0.078,519.229,11.149,9.72,10.9485
HD 102195 b,HD 102195,1,1,0,0,Radial Velocity,2006,4.11377,0.05,14.2,1.27,130.3103,0.41,0.0,185.2,1035.17,0.25,,5301.0,0.82,0.76,0.04,4.49,2.4,2.160488,29.3386,8.07,6.151,7.84665
HIP 38594 c,HIP 38594,2,2,0,0,Radial Velocity,2020,3477.768,3.805,7.94,0.708,48.4,0.15228267,0.16,0.006,79.96,0.531,,4086.3,0.626646,0.61,,4.62886,,3.490871,17.7886,9.75,6.169,9.08528
K2-150 b,K2-150,1,1,0,0,Transit,2018,10.59357,0.0727,2.0,0.17842805,4.66,0.0147,,4.9,413.19,3.2,,3499.0,0.436,0.457,0.09,4.822,,8.035643,102.483,15.784,11.249,14.815
K2-21 c,K2-21,1,2,0,0,Transit,2015,15.50192,0.107,2.49,0.22214292,6.76,0.0213,0.21,5.1,420.0,5.4,88.85,4222.06,0.646783,0.676023,-0.11,4.828,1.0,3.167598,83.6448,12.851,9.417,12.2785
HD 220074 b,HD 220074,1,1,0,0,Radial Velocity,2012,672.09998,1.6,12.2,1.09,5288.6912,16.64,0.14,305.7049,1069.88,16.0,,3787.0,54.92,2.2,-0.25,1.3,4.5,,324.54,6.40607,2.006,5.62737
Kepler-394 b,Kepler-394,1,3,0,0,Transit,2014,8.005013,0.083,1.6,0.143,3.19,0.01,0.0,164.78,1035.0,4.28,89.83,6402.0,1.132,0.87,-0.3,4.408,0.25,0.91,1058.72,14.948,13.384,14.77
TOI-4364 b,TOI-4364,1,1,0,0,Transit,2025,5.424019,0.04753,2.01,0.1793205,4.7,0.0148,0.29,13.3328,488.0,3.18,88.68,3528.0,0.4684,0.487,0.148,4.785,0.71,6.69,43.9662,13.564,9.075,12.5548
HD 120084 b,HD 120084,1,1,0,0,Radial Velocity,2013,2142.0,4.21,12.7,1.13,2034.1018048,6.4,0.483,3.0851,369.24,5.46,38.0,4879.0,10.37,2.16,0.1,2.74,1.02,,103.044,5.90686,3.572,5.65211
Kepler-325 d,Kepler-325,1,3,0,0,Transit,2014,38.715185,0.22,2.79,0.249,8.2,0.0258,0.0,12.083,498.0,2.07,89.39,5752.0,1.003,0.914,0.02,4.411,0.93,1.6,823.242,15.175,13.351,15.0053
Kepler-684 b,Kepler-684,1,1,0,0,Transit,2016,6.770302008,0.064,3.36,0.29975912,11.2,0.0354,0.0,102.87,812.0,1.62,86.84,5493.0,0.86,0.89,-0.11,4.53,4.37,6.18467,1731.27,15.695,13.828,15.5793
Kepler-1015 b,Kepler-1015,1,1,0,0,Transit,2016,16.00494214,0.1345,3.55,0.31670979,12.3,0.0388,0.0,172.112,1040.0,1.51,89.96,6769.0,1.81,1.49,0.06,4.09,1.58,0.43,739.357,12.825,11.684,12.7586
TOI-763 c,TOI-763,1,2,0,0,Transit,2020,12.2737,0.1011,2.63,0.23463288,9.32,0.02932385,0.04,64.3196,800.0,2.82,,5450.0,0.897,0.917,0.01,4.45,,1.273263,95.1274,10.265,8.49,9.99915
Kepler-1130 d,Kepler-1130,2,3,0,0,Transit,2021,4.272250175,0.05068,0.64472273,0.05751841,0.202,0.000634,0.0,221.4,981.0,4.14,85.95,5450.0,0.842,0.944,0.1,4.563,1.58,1.2086,249.343,12.509,10.662,12.3956
TOI-5542 b,TOI-5542,1,1,0,0,Transit,2022,75.12375,0.332,11.30986153,1.009,419.53349724,1.32,0.018,9.6,441.0,1.6,89.643,5700.0,1.058,0.89,-0.21,4.2,10.8,1.03,348.849,12.42,10.897,12.2819
Kepler-846 b,Kepler-846,1,1,0,0,Transit,2016,19.80792185,0.1399,2.48,0.22125078,6.71,0.0211,0.0,35.276,624.0,2.42,89.93,5579.0,0.91,0.94,0.0,4.5,4.37,3.89592,1127.12,15.684,13.978,15.6041
Kepler-1051 b,Kepler-1051,1,1,0,0,Transit,2016,25.96200249,0.18395,3.4,0.30332768,11.5,0.0361,0.0,87.457,850.0,1.61,89.96,6675.0,1.73,1.43,0.04,4.12,1.74,0.46,829.343,13.212,12.01,13.1159
TOI-2068 b,TOI-2068,1,1,0,0,Transit,2024,7.768915,0.0632,1.821,0.16245902,3.97,0.0125,,12.23,520.62,3.61,89.01,3710.0,0.535,0.559,0.27,4.729,7.0,5.15,52.9328,13.007,9.007,12.221
Kepler-1175 b,Kepler-1175,1,1,0,0,Transit,2016,37.94563,0.2181,2.99,0.26674993,9.22,0.029,0.0,12.938,515.0,1.9,89.79,5453.0,0.86,0.9,-0.04,4.53,4.17,4.60464,1121.89,15.972,14.149,15.9163
HD 222237 b,HD 222237,1,1,0,0,Radial Velocity,2024,14892.0,10.8,12.8,1.15,1649.52943233,5.19,0.56,0.0019,58.74,4.32,49.9,4751.0,0.71,0.76,-0.32,4.61,8.8,3.001295,11.4469,7.09,4.581,6.73988
Kepler-1573 b,Kepler-1573,1,1,0,0,Transit,2016,2.6157554,0.0364,1.2,0.10705683,1.87,0.00588,0.0,1343.114,1379.0,5.95,87.98,5808.0,1.0,1.01,0.02,4.44,4.07,0.97758,1455.36,15.304,13.677,15.1693
K2-6 b,K2-6,1,1,0,0,Transit,2015,30.94191,0.1898,2.5,0.22303506,6.8,0.0214,,28.6,615.0,2.39,89.41992,5850.0,0.96,0.97,-0.14,4.398,,1.847154,316.819,12.66,11.069,12.5018
TOI-4561 b,TOI-4561,1,1,0,0,Transit,2026,8.93547936706,,1.77789214,0.15861319,3.81,0.012,,91.9624,789.81,3.73,88.87819,5537.93,0.851957,1.0,,4.5032,,4.833986,179.008,12.153,9.926,11.541
Kepler-1983 b,Kepler-1983,1,1,0,0,Transit,2023,7.32851947,0.0689,2.33,0.20786903,6.04,0.019,0.0,100.13,807.0,2.62,85.76,5135.0,0.874,0.812,0.12,4.464,13.7,0.83126,424.428,14.518,12.232,14.3031
HATS-1 b,HATS-1,1,1,0,0,Transit,2012,3.446459,0.0444,14.594,1.302,589.55,1.855,0.12,489.9461,1359.0,1.03,85.6,5870.0,1.038,0.986,-0.06,4.4,6.0,2.185273,283.971,12.155,10.58,11.9363
BD-10 3166 b,BD-10 3166,1,1,0,0,Radial Velocity,2000,3.48777,0.04,14.1,1.26,187.5197,0.59,0.02,402.4216,1240.38,0.368,,5393.0,0.91,1.47,0.38,4.69,0.25,1.532763,84.4069,10.013,8.124,9.83981
TOI-1422 b,TOI-1422,1,2,0,0,Transit,2022,12.99894,0.107,3.83,0.3416903,9.5,0.02989034,0.2,90.5151,870.0,0.93,89.53,5840.0,1.019,0.9903,-0.028,4.412,4.6,1.277,155.141,10.622,9.19,10.5521
Kepler-1273 b,Kepler-1273,1,1,0,0,Transit,2016,28.625653,0.1857,2.49,0.22214292,6.76,0.0213,0.0,14.877,573.0,2.41,89.98,5566.0,0.91,0.94,0.03,4.5,4.47,2.74306,1114.24,16.03,14.26,15.796
Kepler-843 b,Kepler-843,1,1,0,0,Transit,2016,2.053879821,0.0313,2.59,0.23106432,7.22,0.0227,0.0,890.333,1523.0,2.28,87.74,5830.0,1.03,1.02,0.05,4.42,4.17,1.79475,1165.66,15.354,13.709,15.2481
Kepler-708 b,Kepler-708,1,1,0,0,Transit,2016,3.167891938,0.0426,2.93,0.26139709,8.91,0.028,0.0,684.765,1221.0,1.95,89.87,5692.0,0.96,0.97,0.01,4.47,4.37,2.78453,1394.22,15.61,13.871,15.5076
TOI-3486 b,TOI-3486,1,1,0,0,Transit,2025,2.21778105,0.03138,10.5700688,0.943,99.16246298,0.312,0.078,334.0,1190.0,0.46,85.2,4930.0,0.788,0.837,0.283,4.569,5.8,2.42,154.715,12.329,10.004,12.1144
Kepler-540 b,Kepler-540,1,1,0,0,Transit,2016,172.7049784,0.58822,2.71,0.24177001,7.8,0.0245,0.0,4.525,355.0,2.15,90.0,5946.0,1.08,1.02,-0.1,4.38,4.9,0.51,390.374,12.293,10.81,12.1868
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,1,1,0,0,Microlensing,2018,,5.1,12.7,1.13,2200.0,7.0,,,,5.9,,,,0.45,,,,,6600.0,,,
WASP-160 B b,WASP-160 B,2,1,0,0,Transit,2018,3.7684952,0.0452,12.21781,1.09,88.35674,0.278,0.0,210.575,1119.0,0.284,88.97,5298.0,0.868,0.87,0.27,4.49546,9.75,1.89,288.326,13.04,11.055,12.8842
Qatar-8 b,Qatar-8,1,1,0,0,Transit,2019,3.71495,0.0474,14.403565,1.285,117.91493,0.371,0.0,698.148,1457.0,0.216,89.29,5738.0,1.315,1.029,0.025,4.214,8.3,0.641,281.498,11.71,9.937,11.3494
TOI-1836 b,TOI-1836,1,2,0,0,Transit,2024,20.380799,0.1597,8.00321222,0.714,38.45723725,0.121,0.0,153.5185,966.0,0.41,88.74,6380.0,1.577,1.307,-0.101,4.159,6.6,0.47,191.649,9.765,8.531,9.64482
K2-172 b,K2-172,1,2,0,0,Transit,2018,14.316941,,1.66608079,0.14863777,3.42,0.0107,,,,4.06,88.91352,5569.0,0.868889,0.934356,-0.06,4.61,,2.1811,249.742,12.5,10.661,12.2809
Kepler-278 b,Kepler-278,1,2,0,0,Transit,2014,30.1556,0.202,3.955,0.35284207,56.0,0.1761957,0.696,110.0,586.0,5.0,85.11,4965.0,2.861,1.227,0.22,3.58,5.761,0.07237,443.03,11.811,9.465,11.5296
Kepler-553 c,Kepler-553,1,2,0,0,Transit,2016,328.24017,0.898,11.57887706,1.033,2129.4503269,6.7,0.346,0.589,251.0,7.53,89.8314,5191.0,0.902,0.889,0.152,4.48,8.8,1.727,728.525,15.034,13.064,14.9567
TOI-712 c,TOI-712,1,3,0,0,Transit,2022,51.69906,0.2447,2.701,0.24096749,7.76,0.0244,0.089,3.08,369.9,2.16,89.78,4622.0,0.674,0.732,-0.02,4.645,0.83,3.36,58.6212,10.838,8.313,10.5785
Kepler-670 b,Kepler-670,1,1,0,0,Transit,2016,2.816504852,0.0383,13.18,1.17584084,,,0.0,528.223,1219.0,,89.37,5709.0,0.99,0.99,0.07,4.44,4.79,2.14666,939.744,15.162,13.315,15.0268
Kepler-750 b,Kepler-750,1,2,0,0,Transit,2016,9.42887179,0.08742,3.07,0.27388706,9.64,0.0303,0.0,255.74,1163.0,1.83,89.96,6160.0,1.23,1.15,0.03,4.32,3.09,0.4,1296.02,14.634,13.103,14.467
GJ 463 b,GJ 463,1,1,0,0,Radial Velocity,2022,3459.0,3.53,13.1,1.17,1080.6165838,3.4,0.146,0.0024,63.55,2.64,152.0,3563.0,0.483,0.486,-0.16,4.86,,6.231305,18.3554,11.595,7.122,10.5462
Kepler-1677 b,Kepler-1677,1,1,0,0,Transit,2020,22.064,0.1599,2.70216183,0.24107073,7.76,0.0244,0.0,59.4,712.0,2.16,86.73,6013.72,1.24959,1.11,0.108,4.28986,2.29,0.802029,735.369,13.806,12.288,13.644
Gl 725 A b,Gl 725 A,2,1,0,0,Radial Velocity,2025,11.2201,0.068,1.48,0.132,2.78,0.00874686,0.0,3.3572,376.1,4.71,,3433.0,0.351,0.33,-0.19,4.87,6.2,11.109699,3.5214,8.94,4.432,7.84944
14 Her b,14 Her,1,2,0,0,Radial Velocity,2002,1766.41,2.839,12.5,1.12,2828.6728223,8.9,0.3683,0.0873,147.32,7.96,146.7,5338.0,0.93,0.97,0.43,4.45,4.6,1.273928,17.9323,6.61935,4.714,6.383
Kepler-261 c,Kepler-261,1,2,0,0,Transit,2014,24.570858,0.156,2.0,0.178,4.66,0.0147,0.0,14.512,505.0,3.2,87.52,5098.0,0.794,0.834,0.1621,4.561,0.87,1.91,317.499,13.738,11.585,13.5287
HD 148427 b,HD 148427,1,1,0,0,Radial Velocity,2009,331.9,1.11,13.7,1.22,381.3940884,1.2,0.12,4.8905,451.86,0.815,90.2,5025.0,3.86,1.64,0.154,3.48,2.5,,71.3499,6.90498,4.682,6.63542
Kepler-1030 b,Kepler-1030,1,1,0,0,Transit,2016,19.32952416,0.1338,2.48,0.22125078,6.71,0.0211,0.0,16.881,529.0,2.42,89.99,4983.0,0.76,0.8,-0.01,4.59,4.37,2.31795,758.702,16.003,13.578,15.7163
TOI-3688 A b,TOI-3688 A,2,1,0,0,Transit,2023,3.246075,0.0456,13.08088048,1.167,311.47183886,0.98,0.0,924.3,1534.0,0.76,87.9,5950.0,1.302,1.199,0.262,4.288,3.3,0.767,396.378,12.241,10.732,12.3686
TOI-559 b,TOI-559,1,1,0,0,Transit,2021,6.9839095,0.0723,12.22899794,1.091,1910.14872607,6.01,0.151,404.915,1180.0,5.74,89.08,5925.0,1.233,1.026,-0.069,4.268,6.8,0.774,233.266,11.091,9.638,10.9777
HD 10180 c,HD 10180,1,6,0,0,Radial Velocity,2010,5.75969,0.06412,,,2741.58783878,8.626,0.073,362.4092,1185.4,,90.0,5911.0,1.109,1.06,0.08,4.39,4.3,0.922125,38.9607,7.33,5.868,7.17261
TOI-2018 b,TOI-2018,1,1,0,0,Transit,2023,7.435583,,2.268,0.20233776,9.2,0.02894644,0.0,26.0758,576.34,4.33,88.52,4174.0,0.62,0.57,-0.58,4.62,,3.228502,27.9956,10.25,7.104,9.71999
Kepler-237 c,Kepler-237,1,2,0,0,Transit,2014,8.103636,0.071,2.08,0.186,4.98,0.0157,0.0,60.642,687.0,3.04,89.87,4861.0,0.725,0.696,0.22,4.583,3.02,1.84,657.822,15.689,13.172,15.2832
K2-64 b,K2-64,1,1,0,0,Transit,2016,6.53044,0.0619,2.07,0.18467303,4.94,0.0155,,98.0,877.23,3.06,,5312.0,0.726,0.741,,4.576,,1.975449,499.891,14.132,12.201,13.9146
Kepler-138 d,Kepler-138,1,4,0,0,Transit,2014,23.0923,0.1288,1.51,0.13471341,2.1,0.00660734,0.01,3.4,345.0,3.6,89.04,3841.0,0.535,0.535,-0.18,4.71,2.21,4.9,66.8624,13.04,9.506,12.4715
GJ 676 A c,GJ 676 A,2,4,0,0,Radial Velocity,2016,13921.42302,9.726,12.3,1.1,4288.14086724,13.492,0.295,0.001,47.96,12.7,33.69,3734.0,0.69,0.626,0.23,4.62,,3.232295,16.0272,9.58,5.825,8.86517
TOI-5799 c,TOI-5799,1,2,0,0,Transit,2025,14.010449,0.0782,1.76,0.15701695,3.75,0.0118,,2.4202,337.0,3.78,89.317,3452.0,0.321,0.325,0.01,4.936,9.6,13.8,27.8123,13.29,8.952,12.3212
NGTS-1 b,NGTS-1,1,1,0,0,Transit,2017,2.647298,0.0326,14.90797,1.33,258.07796,0.812,0.016,65.3,790.0,0.42,85.27,3916.0,0.573,0.617,0.0,4.71,,4.4,218.121,15.667,11.936,14.8661
Kepler-174 c,Kepler-174,1,3,0,0,Transit,2014,44.000529,0.214,1.49,0.133,2.83,0.00889,0.0,5.296,377.0,4.7,89.97,4880.0,0.622,0.602,-0.56,4.679,4.9,2.8723,384.757,14.53,12.184,14.2858
Kepler-1824 b,Kepler-1824,1,1,0,0,Transit,2021,95.61100006,0.4267,2.38127597,0.21244358,6.26,0.0197,0.0,7.45,421.0,2.55,89.97,6002.0,1.081,1.135,0.2,4.424,0.33,2.03186,1040.1,14.976,13.409,14.6752
EPIC 201757695.02,EPIC 201757695,1,1,0,0,Transit,2020,2.0478,0.0296,0.90819,0.08102328,0.688,0.00217,0.0,494.202,1025.29,5.05,89.2757,4520.0,0.655,0.727,-0.003,4.659,,,577.6,14.974,12.149,
TOI-4666 b,TOI-4666,1,1,0,0,Transit,2025,2.9089165,0.034,12.53164042,1.118,155.41809102,0.489,0.023,55.6,695.0,0.43,89.79,3793.0,0.585,0.576,0.79,4.664,3.0,4.38,154.749,15.333,11.085,14.3906
HD 110537 b,HD 110537,1,1,0,0,Radial Velocity,2022,24469.67342,16.714,11.9,1.06,8612.83200129,27.099,0.401,0.0047,72.83,28.1,51.891,5718.0,1.16626,1.02,0.09,4.31308,,0.906532,45.0858,7.83,6.2,7.66105
Kepler-118 c,Kepler-118,1,2,0,0,Transit,2014,20.17202,0.141,7.68,0.685,45.7,0.144,0.0,21.409,564.0,0.554,89.61,5274.0,1.094,0.811,0.18,4.321,13.9,6.77384,574.228,14.867,12.711,14.7187
18 Del b,18 Del,2,1,0,0,Radial Velocity,2008,982.85,2.476,12.5,1.12,2926.24614325,9.207,0.024,7.0173,452.72,8.23,,4980.0,8.8,2.1,-0.06,2.87,1.1,,76.222,5.51048,3.366,5.27476
HD 108236 b,HD 108236,1,5,0,0,Transit,2020,3.795963,0.04527,1.615,0.14408065,3.24,0.0102,0.045,312.1807,1099.0,4.23,87.59,5660.0,0.877,0.869,-0.28,4.49,6.7,1.82,64.5978,9.25,7.637,9.08745
Kepler-1500 b,Kepler-1500,1,1,0,0,Transit,2016,15.0330105,0.1236,1.2,0.10705683,1.87,0.00588,0.0,131.818,928.0,5.95,84.02,5845.0,1.0,1.0,-0.05,4.44,4.07,0.05326,1217.82,14.728,13.03,14.5804
HD 212771 b,HD 212771,1,1,0,0,Radial Velocity,2009,380.7,1.19,13.3,1.18,759.6137,2.39,0.076,10.8749,507.69,1.77,,5003.0,5.27,1.56,-0.21,3.31,6.0,,111.155,7.6,5.496,7.35208
HD 5319 b,HD 5319,1,2,0,0,Radial Velocity,2007,637.1,1.57,13.5,1.21,494.54348,1.556,0.092,3.2825,377.72,1.1,,4871.0,4.06,1.27,0.15,3.26,3.1,,121.405,8.05,5.699,7.77238
HD 16141 b,HD 16141,2,1,0,0,Radial Velocity,2000,75.523,0.36,10.9,0.971,82.6358,0.26,0.25,17.9052,562.87,0.351,,5757.0,1.48,1.11,0.13,4.14,7.51,0.412931,37.7861,6.834,5.266,6.65773
TYC 8998-760-1 c,TYC 8998-760-1,1,2,0,0,Imaging,2020,,320.0,12.3299,1.1,1906.98,6.0,,0.0,1240.0,5.59,,4573.0,0.953811,1.0,,4.29088,0.0167,0.985765,94.6177,11.124,8.392,10.6505
TOI-5027 b,TOI-5027,1,1,0,0,Transit,2025,10.24368,0.093,10.76062147,0.96,642.01338214,2.02,0.385,190.912,1056.0,2.94,88.18,5909.0,0.92,1.02,-0.15,4.517,0.4,1.821,204.429,11.566,9.979,11.3341
Kepler-766 b,Kepler-766,1,1,0,0,Transit,2016,6.10027804,0.066,3.39,0.30243554,11.4,0.0359,0.0,227.15,990.0,1.61,89.92,5992.0,1.15,1.1,0.09,4.36,3.63,0.52073,2297.62,15.825,13.994,15.648
GJ 433 b,GJ 433,1,3,0,0,Radial Velocity,2013,7.3705,0.062,2.33,0.208,6.043,0.01901331,0.04,5.2029,473.94,2.63,,3461.0,0.5,0.48,-0.17,4.81,,6.366649,9.06456,9.81,5.623,8.89138
KOI-134 c,KOI-134,1,2,0,0,Transit Timing Variations,2025,33.95,0.2305,9.86,0.88,69.92224954,0.22,0.24,79.051,798.82,0.401,75.0,6160.0,1.667,1.407,0.427,4.11,2.4,1.32,1159.21,13.773,12.322,13.6323
K2-185 c,K2-185,1,2,0,0,Transit,2018,52.713494,,2.39,0.21322189,6.3,0.0198,,,477.0,2.54,89.00261,5788.0,0.94,0.96,-0.1,4.48,,2.106703,268.357,12.235,10.68,12.0636
Kepler-1114 b,Kepler-1114,1,1,0,0,Transit,2016,14.97435694,0.11056,1.35,0.12043893,2.39,0.00752,0.0,39.321,631.0,5.34,89.89,5374.0,0.83,0.87,-0.08,4.55,4.27,1.47,418.417,13.935,11.944,13.7579
Kepler-101 b,Kepler-101,1,2,0,0,Transit,2014,3.4876812,0.0474,5.77,0.51,51.1,0.16,0.086,1240.332,1513.0,1.45,85.82,5667.0,1.56,1.17,0.33,4.12,5.9,0.437,927.981,13.7,12.011,13.5672
Kepler-1346 b,Kepler-1346,1,1,0,0,Transit,2016,3.40165668,0.044,1.58,0.14095816,3.12,0.00982,0.0,545.575,1236.0,4.35,81.42,6133.0,1.21,1.14,0.04,4.33,3.09,4.71885,843.701,14.625,13.107,14.462
HD 93963 A b,HD 93963 A,2,2,0,0,Transit,2022,1.0376109,0.02061,1.46954368,0.13110413,2.8,0.00880979,0.0,2898.0,1842.23,4.81,86.21,5908.0,1.0311,1.0844,0.11,4.445,1.3,1.3835,82.3432,9.182,7.776,9.03376
Kepler-290 c,Kepler-290,1,3,0,0,Transit,2014,36.77031,0.205,2.7,0.241,7.75,0.0244,0.0,6.596,437.0,2.16,89.44,5147.0,0.743,0.756,-0.1,4.622,1.1,2.09,694.627,15.775,13.452,15.5648
HD 18438 b,HD 18438,1,1,0,0,Radial Velocity,2023,803.0,2.1,12.1,1.08,6674.396547,21.0,0.1,210.6576,1208.15,20.7,,3860.0,88.475,1.84,-0.4,0.9,5.5,,224.146,5.50474,1.325,4.73199
Kepler-250 c,Kepler-250,1,3,0,0,Transit,2014,7.156804,0.069,2.28,0.203,5.82,0.0183,0.0,71.499,782.0,2.7,88.68,5160.0,0.805,0.806,0.01,4.565,13.2,1.85,760.585,15.819,13.483,15.4144
K2-285 c,K2-285,1,4,0,0,Transit,2018,7.138048,0.0824,3.53,0.31492551,15.68,0.04933455,0.0,50.35,741.4,1.95,89.861,4975.0,0.787,0.83,0.0,4.4,,2.512,154.961,12.075,9.971,11.804
Kepler-42 d,Kepler-42,1,3,0,0,Transit,2011,1.865169,0.0154,0.57,0.051,0.357785,0.00112572,0.02,12.538,450.0,0.55,88.02,3068.0,0.17,0.13,-0.33,5.11,4.5,26.8,40.0595,16.7,11.465,14.9931
Kepler-1917 b,Kepler-1917,1,1,0,0,Transit,2021,12.90240002,0.103,1.88971288,0.16858918,4.23,0.0133,0.0,48.99,675.0,3.44,89.42,5530.0,0.788,0.882,-0.22,4.586,,6.23823,909.037,15.474,13.509,15.4691
Kepler-126 b,Kepler-126,1,3,0,0,Transit,2014,10.495711,0.099,1.52,0.136,4.11726105,0.0129436,0.07,298.088,1009.0,5.762535,89.46,6239.0,1.358,1.108,-0.16,4.247,3.39,0.4,237.401,10.505,9.344,10.454
K2-375 b,K2-375,1,1,0,0,Transit,2022,14.453895,,2.243,0.2001074,5.66,0.0178,,,,2.76,87.9722,5822.0,1.543,1.119,-0.091,4.107,,0.398349,696.1,13.164,11.557,12.9572
KMT-2021-BLG-0736L b,KMT-2021-BLG-0736L,1,1,0,0,Microlensing,2025,,4.0,4.86,0.433,21.0,0.06607339,,,,1.01,,,,0.6,,,,,7000.0,,,
Kepler-309 c,Kepler-309,1,2,0,0,Transit,2014,105.356383,0.401,2.51,0.224,6.85,0.0215,0.0,2.142,204.0,2.38,89.71,4713.0,0.721,0.816,0.27,4.612,3.02,1.94,544.568,15.418,12.852,15.1261
K2-280 b,K2-280,1,1,0,0,Transit,2018,19.89526,0.1461,7.5,0.66910634,37.1,0.11672965,0.35,69.5,787.0,0.48,89.53,5500.0,1.28,1.03,0.33,4.21,8.96,0.8,391.537,12.524,10.765,12.3604
SPECULOOS-3 b,SPECULOOS-3,1,1,0,0,Transit,2024,0.71912603,0.00733,0.977,0.08716225,0.894,0.00281,,15.54,553.0,5.27,89.44,2800.0,0.123,0.1009,0.07,5.265,6.6,77.117499,,17.8,10.541,15.4023
TOI-5181 A b,TOI-5181 A,2,1,0,0,Transit,2025,3.8922295,0.0522,13.34989601,1.191,330.54154328,1.04,0.15,1053.0,1585.0,0.76,83.68,6060.0,1.53,1.25,0.208,4.163,4.1,0.489,480.155,12.301,10.627,12.2189
Kepler-615 b,Kepler-615,1,1,0,0,Transit,2016,10.35584657,0.085,1.74,0.1552324,3.68,0.0116,0.0,19.18,620.0,3.84,89.64,4655.0,0.69,0.73,-0.07,4.62,3.72,3.99937,330.0,14.623,11.966,14.3489
CoRoT-31 b,CoRoT-31,1,1,0,0,Transit,2020,4.62941,0.0586,16.36514,1.46,266.9772,0.84,0.02,727.7611,1664.86,0.33,83.2,5700.0,2.15,1.25,0.0,3.85,4.7,0.151797,2005.76,15.479,13.426,15.4655
K2-43 c,K2-43,1,2,0,0,Transit,2019,2.198884,,2.42,0.21589794,6.44,0.0203,,,1093.7,2.5,89.26,3840.6,0.542,0.571,,4.68275,,4.398841,182.536,15.748,11.577,14.8215
TOI-2107 b,TOI-2107,1,1,0,0,Transit,2024,2.4545467,0.03515,13.57407563,1.211,263.79757781,0.83,0.033,508.468,1397.0,0.577,89.44,5627.0,0.932,0.961,0.07,4.484,4.0,1.68,236.705,12.0363,10.328,11.8642
K2-157 c,K2-157,1,3,0,0,Radial Velocity,2025,25.942,0.165,6.08,0.543,30.8,0.0967,0.2,22.65,587.0,0.753,,5334.0,0.86,0.89,0.02,4.45,8.8,1.679258,298.373,12.942,10.98,12.6419
Kepler-1005 b,Kepler-1005,1,1,0,0,Transit,2016,6.49801525,0.06717,1.5,0.13382104,2.86,0.00899,0.0,301.329,1026.0,4.66,84.0,5782.0,1.06,1.0,0.02,4.38,6.17,0.6,567.806,13.371,11.718,13.1838
Kepler-600 b,Kepler-600,1,1,0,0,Transit,2016,23.67517607,0.1536,2.9,0.25872067,8.75,0.0275,0.0,20.182,528.0,1.97,88.06,5279.0,0.81,0.84,-0.09,4.56,4.57,0.52088,619.723,14.846,12.812,14.701
TOI-1064 c,TOI-1064,1,2,0,0,Transit,2022,12.226574,0.09429,2.651,0.23650679,2.5,0.00786588,0.088,26.8,634.0,0.771906,88.455,4734.0,0.726,0.748,0.05,4.6,9.4,2.706866,68.0726,10.938,8.467,10.6491
